omega2 nn r U0 U1 U2 U3 U4 U5 U6 U7 U8 U9 U10 U11 U12 U13 U14 U15 U16 U17 U18 U19 U20 U21 U22 U23 U24 U25 U26 U27 U28 U29 U30 U31 U32
nan nan 0.14110000000000011 0.0013647463310171055 -0.0005174938737543289 5.856480836290872e-05 0.0005973821069295856 0.0003026013978554047 0.0001746098114439675 0.0002370673369294232 0.00026944407295756493 0.0002859244389304357 0.00029423825347951244 0.0002984136480624461 0.0003005059771338926 0.00030155330086019535 0.00030207725267698203 0.00030233930109321513 0.00030220827084211777 0.00030214276024877987 0.000302110006085228 0.00030209362928666165 0.00030210181766229 0.0003021059118678986 0.00030210795897518 0.00030210898252976413 0.0003021094943074329 0.00030210923841855487 0.00030210936636295376 0.00030210930239078174 0.0003021093343768941 0.00030210935036990155 0.00030210934237344286 0.0003021093463717934 0.0003021093443726044 0.0003021093433730091 
nan nan 0.14210000000000012 0.0014027966958359672 -0.0005367791807513241 5.1986350249071404e-05 0.0006078171167450032 0.0003033905042069633 0.00017145151018485469 0.0002358142756465826 0.0002691946522602225 0.00028618987955853365 0.0002947644212153551 0.00029907100801521613 0.0003012291409316513 0.00030230941858603216 0.0003028498603771986 0.0003031201570343235 0.0003029850023916031 0.00030291742980583707 0.0003028836446969177 0.00030286675243837777 0.0003028751985429325 0.0003028794216138013 0.00030288153315391226 0.00030288258892495744 0.000302883116810871 0.00030288285286786794 0.0003028829848393281 0.0003028829188536269 0.00030288295184650464 0.0003028829683428929 0.00030288296009474587 0.00030288296421894403 0.0003028829621568304 0.0003028829611257728 
nan nan 0.14310000000000012 0.0014419878921902323 -0.0005564334580552345 4.518839992221031e-05 0.0006184948545035933 0.0003041464653648818 0.00016815678135875356 0.00023447377110887208 0.0002688842564354212 0.0002864080876843223 0.0002952503567513713 0.0002996916683998681 0.0003019173796264995 0.00030303150048256207 0.00030358887739561843 0.0003038676449951245 0.0003037282545993901 0.00030365856434848526 0.00030362372045983924 0.0003036062988246451 0.0003036150096164248 0.00030361936503173437 0.00030362154274427304 0.0003036226316015802 0.0003036231760306395 0.0003036229038160609 0.00030362303992330765 0.0003036229718697146 0.000303623005896539 0.00030362302290989863 0.0003036230144032681 0.0003036230186567116 0.00030362301652997454 0.00030362301546660504 
nan nan 0.14410000000000012 0.0014823555140448352 -0.0005764597502768361 3.8166947115518324e-05 0.0006294230076032498 0.0003048695529542667 0.0001647234135480426 0.0002330447620111976 0.0002685124670281201 0.0002865789838919756 0.0002956961546797392 0.000300275811945391 0.00030257092030037903 0.0003037197958795086 0.00030429456420370327 0.00030458203102241355 0.00030443829072423524 0.00030436642574174045 0.00030433049454220825 0.00030431252926529646 0.00030432151187678984 0.0003043260032028168 0.0003043282488709296 0.00030432937170607385 0.00030432993312406705 0.00030432965241501876 0.0003043297927694991 0.0003043297225922908 0.00030432975768092353 0.00030432977522518536 0.00030432976645310605 0.00030432977083927755 0.0003043297686461757 0.00030432976754962357 
nan nan 0.14510000000000012 0.001523936230391478 -0.0005968611193918656 3.0917883010784516e-05 0.0006406094690905439 0.0003055600414047943 0.00016114913684929107 0.0002315261563123529 0.0002680788508619123 0.0002867024826143141 0.0002961019078704936 0.00030082362190973457 0.00030318999169892566 0.00030437455633995836 0.0003049671837916891 0.0003052635838246099 0.000305115376615082 0.00030504127840509643 0.0003050042306488655 0.00030498570710786425 0.0003049949688502127 0.0003049995997425612 0.00030500191519405856 0.00030500307292094704 0.0003050036517848284 0.0003050033623528331 0.0003050035070687857 0.0003050034347108428 0.00030500347088984365 0.0003050034889792875 0.0003050034799346194 0.000305003484457089 0.00030500348219583744 0.00030500348106521 
nan nan 0.14610000000000012 0.0015667678183575084 -0.0006176406451368849 2.343699756164487e-05 0.0006520623432542701 0.00030621820781403744 0.00015743162114854612 0.00022991683021554704 0.00026758295943752816 0.0002867784917577061 0.0002964677072141161 0.0003013352818823846 0.00030377482406432425 0.000304996035508428 0.0003056070015242769 0.00030591257463126416 0.0003057597805686595 0.00030568338916916907 0.00030564519487744464 0.0003056260980835095 0.0003056356464510891 0.0003056404206569818 0.0003056428077654838 0.00030564400132092854 0.00030564459809910463 0.00030564429970995904 0.00030564444890448546 0.0003056443743072573 0.0003056444116059015 0.00030564443025516504 0.00030564442093058953 0.00030564442559301666 0.00030564442326178564 0.0003056444220961679 
nan nan 0.14710000000000012 0.001610889197416335 -0.0006388014254228594 1.5719976749583653e-05 0.0006637899514012289 0.00030684433181663576 0.00015356847435604785 0.00022821562712875692 0.00026702432832342534 0.0002868069123257406 0.00029679364136638465 0.00030181097559097667 0.00030432564897310126 0.0003055844889643204 0.00030621428500193944 0.000306529277058295 0.00030637177319275423 0.0003062930271379856 0.0003062536555801702 0.0003062339701685745 0.00030624381284370087 0.00030624873420433135 0.0003062511948904438 0.0003062524252347498 0.0003062530404073738 0.00030625273282100117 0.00030625288661413977 0.0003062528097176073 0.00030625284816590423 0.0003062528673899922 0.000306252857778007 0.00030625286258414297 0.0003062528601810569 0.000306252858979511 
nan nan 0.14810000000000012 0.0016563404646873787 -0.0006603465767432544 7.76239977880805e-06 0.0006758008378063818 0.0003074386954582144 0.0001495572406029158 0.00022642135660562866 0.0002664024765382761 0.0002867876380410302 0.00029707979649461197 0.0003022508867109672 0.0003048426991778172 0.000306140174079705 0.0003067893039267646 0.0003071139669778688 0.0003069516272740707 0.00030687046355583667 0.000306829883230205 0.000306809593450678 0.0003068197383084372 0.00030682481076138547 0.0003068273469939077 0.0003068286151114768 0.0003068292491707502 0.00030682893214104966 0.0003068290906558509 0.0003068290113984889 0.0003068290510272013 0.00030682907084149483 0.00030682906093440943 0.00030682906588809966 0.00030682906341123573 0.0003068290621728004 
nan nan 0.14910000000000012 0.0017031629313252368 -0.000682279234560382 -4.4026378566432335e-07 0.0006881037758330231 0.00030800158307352763 0.0001453953984016773 0.00022453279326758015 0.0002657169059254123 0.00028672055496490906 0.00029732625602489545 0.0003026551986779089 0.000305326208452171 0.00030666334988091524 0.0003073323299723191 0.00030766692239240123 0.0003074996176501642 0.0003074159716781743 0.0003073741502920312 0.0003073532399988377 0.0003073636951120462 0.0003073689226937589 0.00030737153649092387 0.00030737284339087475 0.00030737349684135766 0.00030737317011604907 0.0003073733334786529 0.0003073732517973915 0.0003073732926380543 0.0003073733130583208 0.0003073733028482515 0.0003073733079534379 0.00030737330540082523 0.00030737330412451496 
nan nan 0.15010000000000012 0.0017513991601075208 -0.000704602553705413 -8.892656951431271e-06 0.0007007077742475164 0.0003085332811697545 0.00014108035876290558 0.0002225486757034774 0.00026496710051781685 0.0002866055411147698 0.00029753310039070855 0.00030302409450296057 0.0003057764114402937 0.00030715427691481564 0.0003078436366584236 0.00030818842331359125 0.00030801602108634425 0.00030792982664745093 0.00030788673109675714 0.0003078651837385111 0.0003078759573828091 0.00030788134423114595 0.0003078840376618935 0.0003078853843786984 0.00030788605773762756 0.00030788572105809256 0.00030788588939780815 0.0003078858052279928 0.00030788584731293334 0.00030788586835533635 0.00030788585783420144 0.00030788586309492505 0.0003078858604645431 0.00030788585914934746 
nan nan 0.15110000000000012 0.0018010930042388698 -0.0007273197087813661 -1.7599538302144334e-05 0.0007136220837281628 0.00030903407831429095 0.0001366094632682064 0.00022046770534661663 0.00026415252589318477 0.00028644246607846915 0.00029770040678222013 0.00030335775659099464 0.00030619354350958544 0.00030761321711908897 0.0003083234992301843 0.0003086787516458314 0.00030850111615689566 0.000308412305373246 0.0003083679017216966 0.00030834570033090104 0.0003083568009899823 0.0003083623513468314 0.0003083651265321157 0.00030836651412625423 0.0003083672079238702 0.0003083668610249883 0.0003083670344743759 0.00030836694774972654 0.0003083669911120849 0.0003083670127931944 0.0003083670019527089 0.0003083670073731123 0.0003083670046628897 0.0003083670033077731 
nan nan 0.15210000000000012 0.0018522896473755035 -0.0007504338945536058 -2.6565785066926527e-05 0.0007268562035646873 0.00030950426502660054 0.00013197998210128073 0.0002182885453296293 0.0002632726285191347 0.0002862311906256201 0.0002978282488960313 0.0003036563665609293 0.00030657784060669183 0.0003080404336961199 0.0003087721945408538 0.0003091381910735612 0.00030895518313018487 0.0003088636864162492 0.0003088179398737907 0.0003087950670560966 0.0003088065034270792 0.00030881222164104205 0.00030881508075517435 0.00030881651031380473 0.00030881722509368736 0.0003088168677036685 0.00030881704639862303 0.0003088169570511922 0.0003088170017249421 0.0003088170240617449 0.0003088170128934156 0.00030881701847774556 0.0003088170156855589 0.0003088170142894595 
nan nan 0.15310000000000012 0.001905035644989191 -0.0007739483263635205 -3.579639627161623e-05 0.0007404198885742788 0.0003099441336747307 0.0001271891120285199 0.0002160098193130887 0.0002623268350866972 0.0002859715663151222 0.00029791669668530456 0.00030392010506857456 0.0003069295391170649 0.00030843619099100425 0.00030919000093908576 0.0003095670269531511 0.00030937850385822903 0.0003092842498766721 0.00030923712477744117 0.000309213562700618 0.0003092253436995588 0.00030923123422870765 0.0003092341795007352 0.00030923565213838354 0.00030923638845779675 0.0003092360202980089 0.0003092362043778463 0.00030923611233797606 0.00030923615835794644 0.0003092361813678571 0.0003092361698629767 0.00030923617561558696 0.00030923617273925937 0.0003092361713010888 
nan nan 0.15410000000000013 0.001959378967028476 -0.0007978662405264093 -4.5296495959263114e-05 0.0007543231562179981 0.0003103539783754134 0.00012223397433514432 0.00021363011029034213 0.0002613145518328154 0.00028566343509875815 0.0002979658161096601 0.00030414915163113883 0.0003072488757271438 0.00030880075437265855 0.00030957719815953263 0.0003099655462082499 0.00030977136166966793 0.0003096742772860332 0.0003096257370657017 0.0003096014674483102 0.0003096136022158684 0.00030961966963057816 0.0003096227033456999 0.0003096242202049683 0.00030962497863521387 0.0003096245994200059 0.00030962478902755167 0.00030962469422382945 0.0003096247416257266 0.0003096247653265982 0.0003096247534762403 0.00030962475940159417 0.00030962475643889404 0.00030962475495753647 
nan nan 0.15510000000000013 0.0020153690419241737 -0.0008221908947168679 -5.507133648276431e-05 0.0007685762939248852 0.0003107340948978943 0.00011711161271513667 0.00021114795936765494 0.0002602351638514427 0.0002853066289207162 0.0002979756688848377 0.000304343684453468 0.0003075360872892616 0.00030913439011815645 0.00030993406721692044 0.00031033403722873447 0.0003101340412662759 0.00031003405150245084 0.0003099840586749616 0.00030995906277472265 0.0003099715606819752 0.00030997780966783144 0.0003099809341688516 0.0003099824964211452 0.0003099832775479264 0.0003099828869844466 0.00030998308226612664 0.0003099829846253395 0.0003099830334457699 0.0003099830578559055 0.0003099830456509187 0.000309983051753592 0.0003099830487022314 0.0003099830471765427 
nan nan 0.15610000000000013 0.0020730568020853454 -0.0008469255683858196 -6.512630188961835e-05 0.0007831898666557836 0.0003110847805720527 0.000111818991104117 0.00020856186451421088 0.0002590880343907096 0.00028490096931203183 0.0002979463122318986 0.00030450388025618285 0.00030779141068964236 0.00030943736530075376 0.00031026089030411307 0.0003106727897737997 0.000310466828623538 0.0003103638566099636 0.00031031237274363786 0.0003102866313454872 0.0003102995019999016 0.00031030593736068655 0.0003103091550495085 0.0003103107638957818 0.00031031156831957664 0.00031031116610758593 0.00031031136721351965 0.00031031126666060784 0.0003103113169371016 0.0003103113420752661 0.00031031132950626794 0.000310311335790952 0.0003103113326485852 0.00031031133107739257 
nan nan 0.15710000000000013 0.0021324947308247653 -0.0008720735631610891 -7.546691138230872e-05 0.000798174724685622 0.00031140633419976716 0.0001063529914632987 0.0002058702792856118 0.00025787250413748336 0.0002844462669800957 0.00029787779862551874 0.0003046299141049684 0.00030801508271859377 0.0003097099476806344 0.0003105579506931593 0.0003109820948781631 0.00031077001089427613 0.0003106639778208663 0.0003106109635138672 0.00031058445691768786 0.00031059771016925583 0.00031060433683001545 0.0003106076501691748 0.0003106093068406986 0.00031061013517714325 0.0003106097210088234 0.0003106099280929199 0.00031060982455092894 0.00031060987632196323 0.00031060990220739527 0.0003106098892647665 0.00031060989573627107 0.00031060989250049326 0.0003106098908825942 
nan nan 0.15810000000000013 0.0021937369107685096 -0.0008976382032361599 -8.609882285793208e-05 0.000813542011612851 0.000311699055969685 0.00010071041151235981 0.00020307161151974606 0.0002565878904887978 0.00028394232139303586 0.0002977701755413538 0.000304721959241085 0.0003082073399430074 0.0003099524055985097 0.0003108255326394684 0.0003112622447615349 0.00031104387631547054 0.0003109347013812091 0.0003108801162363432 0.0003108528242443671 0.00031086647019190356 0.00031087329320209734 0.0003108767047163367 0.00031087841047548536 0.000310879263355768 0.00031087883691552473 0.0003108790501355811 0.0003108789435256125 0.0003108789968306367 0.0003108790234830607 0.0003108790101569392 0.0003108790168201955 0.00031087901348854103 0.00031087901182270277 
nan nan 0.15910000000000013 0.002256839073917092 -0.0009236228357962412 -9.702783654995849e-05 0.0008293031726324143 0.0003119632473758369 9.488796239868572e-05 0.000200164221998616 0.00025523348680707696 0.00028338892035763334 0.0002976234852020211 0.0003047801869130915 0.00030836841858138364 0.0003101650078724023 0.00031106392128950105 0.0003115135327417684 0.0003112887141186801 0.0003111763144798521 0.0003111201170786887 0.0003110920189825573 0.0003111060679801701 0.0003111130925169057 0.00031111660479479216 0.0003111183609358524 0.00031111923900711743 0.00031111879997137857 0.00031111901948918083 0.0003111189097303417 0.00031111896460980223 0.0003111189920494413 0.00031111897832971567 0.0003111189851897796 0.00031111898175972054 0.0003111189800446791 
